NOMBRE_PROYECTO,ETAPA,FEC_OPCION,FECHA_DESISTIMIENTO,Entidad Financiera compra,MEDIO,VLR_VIVIENDA,PERIODO,PERIODO_AFILIADO,SEGMENTO_POBLACIONAL,CATEGORIA,RANGO_EDAD,NO_GRUPO_FAMILAR,NO_BENEFICIARIOS_CUOTA_MONETARIA,PIRAMIDE_NUEVA,EMPRESA_FOCO
La Arboleda,ETAPA 3,7/18/2025,No,Banco,Ferias empresariales,"2,233,450,000,000",2025-7,2025-7,KAPPA,OMEGA,36 a 45 años,3,3,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,8/24/2024,No,Banco,Banderas y/o señalización,"1,493,700,000,000",2024-8,2024-8,NU,OMEGA,20 - 35 años,,,NU,
ABETO,ETAPA 3,5/5/2026,No,Banco,Banderas y/o señalización,"4,388,000,000,000",2026-5,2026-5,SIGMA,ETA,36 a 45 años,,,RHO,X
Versalles,ETAPA 1,5/17/2026,No,Colsubsidio,Banderas y/o señalización,"1,987,000,000,000",2026-5,2026-5,NU,OMEGA,20 a 35 años,,,RHO,X
INARI,ETAPA 1,5/15/2025,No,Colsubsidio,Banderas y/o señalización,"2,808,000,000,000",2025-5,2025-5,NU,OMEGA,20 a 35 años,,,NU,
Agrupación De Vivienda Pamplona I,ETAPA 4,6/14/2025,No,Banco,Banderas y/o señalización,"2,361,000,000,000",2025-6,2025-6,SIGMA,OMEGA,20 a 35 años,2,1,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,6/15/2025,No,Colsubsidio,Banderas y/o señalización,"1,622,790,000,000",2025-6,2025-6,KAPPA,OMEGA,36 a 45 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 2,6/25/2025,No,Colsubsidio,Ferias empresariales,"1,615,672,500,000",2025-6,2025-6,SIGMA,OMEGA,20 a 35 años,1,1,ALPHA,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,5/14/2026,No,Banco,Banderas y/o señalización,"1,754,000,000,000",2026-5,2026-5,KAPPA,OMEGA,36 a 45 años,1,1,GAMMA,
Agrupacion De Vivienda Payande,ETAPA 1,6/15/2025,No,Banco,Ferias empresariales,"1,699,375,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,1,1,RHO,X
INARI,ETAPA 1,6/18/2025,No,Colsubsidio,Banderas y/o señalización,"2,506,000,000,000",2025-6,2025-6,NU,ETA,20 a 35 años,,,RHO,X
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,6/14/2025,No,Banco,Referido,"2,550,000,000,000",2025-6,2025-6,SIGMA,ETA,46 a 55 años,,,ZETA,
Agrupación De Vivienda Monguí,ETAPA 1,5/16/2025,No,Banco,Banderas y/o señalización,"1,916,031,000,000",2025-5,2025-5,KAPPA,OMEGA,Mayor de 55 años,,,TAU,
Agrupacion De Vivienda Payande,ETAPA 3,4/4/2025,No,Colsubsidio,Valla ,"1,649,375,000,000",2025-4,2025-4,KAPPA,OMEGA,20 a 35 años,1,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,4/30/2025,No,Banco,Banderas y/o señalización,"1,984,359,000,000",2025-4,2025-4,SIGMA,TAU,36 a 45 años,2,,NU,
Proyecto Karakalí,ETAPA 1,4/26/2025,No,Banco,Banderas y/o señalización,"2,451,267,000,000",2025-4,2025-4,SIGMA,ETA,20 a 35 años,1,,NU,
Agrupacion De Vivienda Payande,ETAPA 2,2/25/2026,No,Banco,Whatsapp,"1,876,970,160,000",2026-2,2026-2,NU,OMEGA,20 a 35 años,,,RHO,X
VILLA MERCEDES EL DORADO,ETAPA 1,2/26/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,SIGMA,ETA,36 a 45 años,1,,IOTA,
VILLA MERCEDES EL DORADO,ETAPA 1,2/25/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,ETA,20 a 35 años,1,,IOTA,
VERDE ESPERANZA EL DORADO,ETAPA 1,2/14/2026,No,Colsubsidio,Banderas y/o señalización,"1,753,000,000,000",2026-2,2026-2,KAPPA,OMEGA,36 a 45 años,1,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,7/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,619,569,000,000",2026-7,2026-6,NU,OMEGA,36 a 45 años,,,RHO,X
Los Nogales,ETAPA 2,2/11/2024,No,Contado,Ferias empresariales,"7,750,450,000,000",2024-2,2024-2,SIGMA,TAU,Mayor de 55 años,2,,RHO,X
Los Nogales,ETAPA 1,2/10/2024,No,Contado,Valla ,"5,169,696,400,000",2024-2,2024-2,SIGMA,ETA,36 - 45 años,5,,RHO,X
Agrupación De Vivienda Monguí,,2/14/2024,Si,Colsubsidio,Sin Informacion,"1,745,211,000,000",2024-2,2024-2,SIGMA,OMEGA,20 - 35 años,1,1,NU,
Los Nogales,ETAPA 2,2/16/2024,No,Banco,Referido,"5,882,765,200,000",2024-2,2024-2,SIGMA,TAU,20 - 35 años,4,,ALPHA,
Agrupación De Vivienda Monguí,,5/11/2024,Si,Colsubsidio,Sin Informacion,"1,763,716,500,000",2024-5,2024-5,KAPPA,OMEGA,36 - 45 años,1,1,GAMMA,X
Agrupacion De Vivienda Payande,ETAPA 2,5/4/2024,No,Colsubsidio,Página web ,"1,594,710,000,000",2024-5,2024-5,SIGMA,OMEGA,36 - 45 años,2,,TAU,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,5/18/2024,No,Colsubsidio,Banderas y/o señalización,"1,909,700,000,000",2024-5,2024-5,SIGMA,OMEGA,20 - 35 años,1,1,TAU,
Agrupación De Vivienda Pamplona I,ETAPA 1,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,920,000,000,000",2026-3,2026-3,NU,OMEGA,20 a 35 años,,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Banco,Contact Center,"1,794,678,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,3/14/2026,No,Colsubsidio,Banderas y/o señalización,"1,575,815,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,1,1,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,3/1/2026,No,Banco,Banderas y/o señalización,"1,584,569,000,000",2026-3,2026-3,SIGMA,OMEGA,Mayor de 55 años,,,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,3/29/2026,No,Banco,Banderas y/o señalización,"2,034,180,000,000",2026-3,2026-3,KAPPA,OMEGA,46 a 55 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,584,569,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,1,1,ZETA,
ARAUCARIA,ETAPA 1,12/28/2025,No,Banco,Banderas y/o señalización,"6,868,000,000,000",2025-12,2025-12,NU,TAU,20 a 35 años,,,RHO,X
Proyecto Karakalí,ETAPA 1,12/21/2025,No,Banco,Activación,"2,451,267,000,000",2025-12,2025-12,KAPPA,OMEGA,20 a 35 años,1,,TAU,
ARAUCARIA,ETAPA 1,12/21/2025,No,Banco,Banderas y/o señalización,"5,697,000,000,000",2025-12,2025-12,SIGMA,ETA,36 a 45 años,1,,NU,
ARAUCARIA,ETAPA 1,12/20/2025,No,Banco,Activación,"5,697,000,000,000",2025-12,2025-12,SIGMA,ETA,20 a 35 años,1,1,RHO,X
ARAUCARIA,ETAPA 1,12/20/2025,No,Banco,Banderas y/o señalización,"5,724,000,000,000",2025-12,2025-12,SIGMA,ETA,Mayor de 55 años,1,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,12/3/2025,No,Colsubsidio,Banderas y/o señalización,"1,753,000,000,000",2025-12,2025-12,NU,OMEGA,20 a 35 años,,,TAU,
ARAUCARIA,ETAPA 1,12/20/2025,No,Banco,Activación,"6,042,000,000,000",2025-12,2025-12,SIGMA,TAU,46 a 55 años,3,,TAU,
VILLA FIORITA,ETAPA 2,3/6/2024,No,Colsubsidio,Valla ,"1,950,000,000,000",2024-3,2024-3,KAPPA,OMEGA,20 - 35 años,,,GAMMA,X
Agrupación De Vivienda Monguí,ETAPA 2,3/26/2024,No,Colsubsidio,Banderas y/o señalización,"1,920,301,500,000",2024-3,2024-3,KAPPA,OMEGA,36 - 45 años,,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Colsubsidio,Banderas y/o señalización,"1,777,169,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,ALPHA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,4/26/2026,No,Banco,Ferias empresariales,"2,001,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,4/26/2026,No,Banco,Banderas y/o señalización,"1,497,024,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,GAMMA,
INARI,ETAPA 1,4/24/2026,No,Colsubsidio,Activación,"2,506,000,000,000",2026-4,2026-4,NU,OMEGA,36 a 45 años,,,TAU,
La Arboleda,ETAPA 3,4/26/2026,No,Banco,Banderas y/o señalización,"2,412,130,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,1,1,TAU,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"2,261,000,000,000",2026-4,2026-4,KAPPA,OMEGA,Menor de 19 años,,,TAU,
La Arboleda,ETAPA 1,4/24/2026,No,Colsubsidio,Banderas y/o señalización,"1,642,719,000,000",2026-4,2026-4,SIGMA,ETA,20 a 35 años,1,1,TAU,
Agrupación De Vivienda Pamplona I,ETAPA 4,4/25/2026,No,Banco,Banderas y/o señalización,"2,480,000,000,000",2026-4,2026-4,KAPPA,ETA,20 a 35 años,,,IOTA,
Agrupacion De Vivienda Payande,ETAPA 1,8/17/2025,No,Colsubsidio,Whatsapp,"1,719,375,000,000",2025-8,2025-8,KAPPA,OMEGA,36 a 45 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Activación,"1,777,169,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,10,4,TAU,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,7/10/2024,No,Banco,CS Tocancipá,"2,311,000,000,000",2024-7,2024-7,SIGMA,OMEGA,Mayor de 55 años,2,1,ALPHA,
Agrupación De Vivienda La Macarena,ETAPA 3,4/30/2026,No,Banco,Banderas y/o señalización,"1,473,322,500,000",2026-4,2026-4,KAPPA,OMEGA,46 a 55 años,,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,8/30/2025,No,Banco,Campaña FNA,"1,914,607,500,000",2025-8,2025-8,KAPPA,OMEGA,46 a 55 años,,,RHO,X
Agrupacion De Vivienda Fuentevida,ETAPA 2,11/25/2024,No,Banco,Referido Alcaldía,"1,208,551,500,000",2024-11,2024-11,SIGMA,OMEGA,20 - 35 años,1,1,GAMMA,
La Arboleda,ETAPA 3,8/18/2025,No,Colsubsidio,Ferias empresariales,"2,412,130,000,000",2025-8,2025-8,KAPPA,OMEGA,36 a 45 años,1,1,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/22/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-9,2025-9,SIGMA,ETA,Mayor de 55 años,1,,GAMMA,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,4/25/2026,No,Colsubsidio,Ferias empresariales,"1,754,000,000,000",2026-4,2026-4,NU,ETA,20 a 35 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/24/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-9,2025-9,KAPPA,OMEGA,20 a 35 años,1,1,GAMMA,
Agrupación De Vivienda Monguí,,11/20/2024,Si,Colsubsidio,Sin Informacion,"1,847,755,000,000",2024-11,2024-11,KAPPA,OMEGA,20 - 35 años,3,3,NU,
Agrupación De Vivienda Monguí,ETAPA 3,4/26/2026,No,Banco,Banderas y/o señalización,"1,584,569,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/26/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-9,2025-9,SIGMA,OMEGA,20 a 35 años,2,2,NU,
Versalles,ETAPA 1,7/23/2024,No,Colsubsidio,Referido,"2,171,000,000,000",2024-7,2024-7,KAPPA,OMEGA,20 - 35 años,1,1,TAU,
La Arboleda,ETAPA 2,11/10/2024,No,Banco,Banderas y/o señalización,"1,970,124,000,000",2024-11,2024-11,SIGMA,OMEGA,36 - 45 años,1,,NU,
Agrupación De Vivienda La Macarena,3,8/19/2025,Si,Banco,Sin Informacion,"1,567,060,000,000",2025-8,2025-8,NU,OMEGA,20 a 35 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Colsubsidio,Banderas y/o señalización,"1,952,259,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,4,2,GAMMA,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,4/29/2026,No,Banco,Ferias empresariales,"2,532,490,950,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
Agrupación De Vivienda La Macarena,ETAPA 4,4/27/2026,No,Colsubsidio,Banderas y/o señalización,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,2,1,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/28/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-9,2025-9,KAPPA,OMEGA,20 a 35 años,3,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,7/17/2025,No,Colsubsidio,Banderas y/o señalización,"1,992,900,000,000",2025-7,2025-7,NU,ETA,20 a 35 años,,,ALPHA,
Proyecto Karakalí,ETAPA 1,7/20/2025,No,Banco,Banderas y/o señalización,"2,451,267,000,000",2025-7,2025-7,SIGMA,ETA,36 a 45 años,,,RHO,X
VERDE ESPERANZA EL DORADO,ETAPA 1,11/21/2025,No,Banco,Banderas y/o señalización,"1,578,000,000,000",2025-11,2025-11,KAPPA,OMEGA,20 a 35 años,6,,TAU,
INARI,1,8/26/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-8,2024-8,SIGMA,TAU,Mayor de 55 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/23/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-10,2025-10,SIGMA,OMEGA,20 a 35 años,1,1,GAMMA,
Los Nogales,ETAPA 1,1/22/2026,No,Banco,Banderas y/o señalización,"7,771,960,000,000",2026-1,2026-1,SIGMA,TAU,Mayor de 55 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/1/2025,No,Colsubsidio,Valla ,"1,578,000,000,000",2025-10,2025-10,SIGMA,OMEGA,46 a 55 años,2,1,TAU,
Agrupación De Vivienda La Macarena,3,6/15/2025,Si,Banco,Sin Informacion,"1,619,569,000,000",2025-6,2025-6,SIGMA,OMEGA,20 a 35 años,1,1,RHO,
Agrupación De Vivienda Monguí,,6/13/2025,Si,Colsubsidio,Sin Informacion,"1,779,375,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,GAMMA,
Agrupacion De Vivienda Payande,ETAPA 1,6/28/2025,No,Colsubsidio,Ferias empresariales,"1,719,375,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,GAMMA,
La Arboleda,ETAPA 2,6/13/2025,No,Banco,Ferias empresariales,"1,790,763,000,000",2025-6,2025-6,KAPPA,OMEGA,36 a 45 años,1,1,ZETA,
Proyecto Karakalí,ETAPA 1,6/15/2025,No,Colsubsidio,Ferias empresariales,"2,451,267,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,1,1,TAU,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 1,6/21/2025,No,Colsubsidio,Referido Alcaldía,"1,184,494,350,000",2025-6,2025-6,KAPPA,OMEGA,36 a 45 años,,,TAU,
Agrupación De Vivienda Pamplona I,,1/3/2025,Si,Contado,Sin Informacion,"2,361,000,000,000",2025-1,2025-1,SIGMA,OMEGA,36 - 45 años,2,,ALPHA,
Agrupación De Vivienda La Macarena,ETAPA 3,2/4/2024,No,Colsubsidio,Banderas y/o señalización,"1,491,100,000,000",2024-2,2024-2,KAPPA,OMEGA,36 - 45 años,,,GAMMA,
Versalles,ETAPA 1,12/7/2024,No,Banco,Redes Sociales,"1,987,000,000,000",2024-12,2024-12,KAPPA,OMEGA,46 - 55 años,,,NU,
Agrupacion De Vivienda Payande,ETAPA 3,1/31/2025,No,Banco,Página web ,"1,634,178,000,000",2025-1,2025-1,SIGMA,ETA,36 - 45 años,1,1,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,3/31/2026,No,Colsubsidio,Banderas y/o señalización,"1,575,815,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,3/14/2026,No,Banco,Banderas y/o señalización,"1,961,014,000,000",2026-3,2026-3,KAPPA,OMEGA,46 a 55 años,3,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Colsubsidio,Activación,"1,952,259,000,000",2026-3,2026-3,NU,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 2,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,497,060,000,000",2026-3,2026-3,KAPPA,OMEGA,Mayor de 55 años,,,NU,
ARAUCARIA,ETAPA 1,12/28/2025,No,Banco,Redes Sociales,"6,281,000,000,000",2025-12,2025-12,NU,TAU,20 a 35 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,12/10/2025,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2025-12,2025-12,SIGMA,OMEGA,20 a 35 años,2,2,NU,
ARAUCARIA,ETAPA 1,12/20/2025,No,Banco,Activación,"6,917,000,000,000",2025-12,2025-12,SIGMA,TAU,Mayor de 55 años,1,,TAU,
ARAUCARIA,ETAPA 1,12/21/2025,No,Banco,Banderas y/o señalización,"5,919,000,000,000",2025-12,2025-12,NU,TAU,20 a 35 años,,,GAMMA,X
Agrupación De Vivienda La Macarena,ETAPA 3,3/17/2024,No,Colsubsidio,Banderas y/o señalización,"1,368,900,000,000",2024-3,2024-3,SIGMA,OMEGA,36 - 45 años,2,2,GAMMA,
Agrupación De Vivienda Monguí,,3/20/2024,Si,Colsubsidio,Sin Informacion,"1,961,014,000,000",2024-3,2024-3,KAPPA,OMEGA,36 - 45 años,5,3,TAU,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/9/2025,No,Banco,Referido Alcaldía,"1,184,494,350,000",2025-9,2025-9,NU,OMEGA,20 a 35 años,,,ALPHA,
INARI,ETAPA 1,4/25/2026,No,Colsubsidio,Activación,"2,808,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,9/28/2025,No,Colsubsidio,Banderas y/o señalización,"1,528,839,000,000",2025-9,2025-9,NU,OMEGA,20 a 35 años,,,RHO,X
Proyecto Karakalí,ETAPA 1,4/25/2026,No,Banco,Activación,"2,363,721,750,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,RHO,
Versalles,ETAPA 1,4/12/2026,No,Colsubsidio,Banderas y/o señalización,"1,987,000,000,000",2026-4,2026-4,SIGMA,OMEGA,36 a 45 años,1,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,4/25/2026,No,Colsubsidio,Activación,"1,497,024,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,RHO,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,4/26/2026,No,Banco,Redes Sociales,"1,754,000,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,,,NU,
Agrupación De Vivienda La Macarena,ETAPA 4,4/26/2026,No,Colsubsidio,Banderas y/o señalización,"1,497,024,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,4/28/2026,No,Colsubsidio,Banderas y/o señalización,"1,820,923,000,000",2026-4,2026-4,SIGMA,OMEGA,46 a 55 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Banco,Activación,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,1,1,TAU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,4/25/2026,No,Banco,Ferias empresariales,"2,532,490,950,000",2026-4,2026-4,SIGMA,ETA,36 a 45 años,2,2,RHO,X
La Arboleda,ETAPA 2,11/15/2024,No,Banco,Banderas y/o señalización,"1,958,736,000,000",2024-11,2024-11,SIGMA,OMEGA,36 - 45 años,1,1,ALPHA,
La Arboleda,ETAPA 1,7/8/2024,No,Banco,Banderas y/o señalización,"1,599,000,000,000",2024-7,2024-7,KAPPA,OMEGA,20 - 35 años,1,1,GAMMA,X
Proyecto Karakalí,1,3/15/2025,Si,Banco,Sin Informacion,"2,293,000,000,000",2025-3,2025-3,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,4/12/2026,No,Banco,Banderas y/o señalización,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,,,RHO,X
VERDE ESPERANZA EL DORADO,ETAPA 1,9/25/2025,No,Colsubsidio,Valla ,"1,618,000,000,000",2025-9,2025-9,SIGMA,OMEGA,46 a 55 años,1,1,GAMMA,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,3/10/2025,No,Banco,Página web ,"2,360,000,000,000",2025-3,2025-3,KAPPA,OMEGA,36 a 45 años,3,2,GAMMA,
VILLA FIORITA,ETAPA 2,6/1/2025,No,Banco,Whatsapp,"2,135,250,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,1,1,TAU,
Agrupación De Vivienda La Macarena,3,6/15/2025,Si,Banco,Sin Informacion,"1,584,569,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,TAU,
Proyecto Karakalí,1,6/15/2025,Si,Banco,Sin Informacion,"2,451,267,000,000",2025-6,2025-6,KAPPA,OMEGA,46 a 55 años,1,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,2/14/2026,No,Colsubsidio,Banderas y/o señalización,"1,584,569,000,000",2026-2,2026-2,KAPPA,OMEGA,46 a 55 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,2/8/2026,No,Colsubsidio,Banderas y/o señalización,"1,584,569,000,000",2026-2,2026-2,NU,OMEGA,36 a 45 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 2,2/22/2026,No,Banco,Banderas y/o señalización,"1,785,923,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,,,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/28/2026,No,Colsubsidio,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,3,2,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/14/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,2,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,2/10/2026,No,Colsubsidio,Banderas y/o señalización,"1,785,923,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,,,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/28/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,2,2,NU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/20/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/26/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,OMEGA,Mayor de 55 años,1,,TAU,
VILLA FIORITA,ETAPA 1,2/3/2024,No,Colsubsidio,Referido,"1,950,000,000,000",2024-2,2024-2,NU,OMEGA,20 - 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,2/26/2024,No,Banco,Whatsapp,"1,358,500,000,000",2024-2,2024-2,NU,OMEGA,20 - 35 años,,,GAMMA,
Agrupacion De Vivienda Payande,ETAPA 1,5/5/2024,No,Banco,Ferias empresariales,"1,755,000,000,000",2024-5,2024-5,SIGMA,TAU,36 - 45 años,,,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,1/31/2025,No,Colsubsidio,Ferias empresariales,"1,407,841,500,000",2025-1,2025-1,KAPPA,OMEGA,Mayor de 55 años,1,1,GAMMA,
Agrupación De Vivienda Pamplona I,ETAPA 3,1/16/2025,No,Banco,Redes Sociales,"2,293,000,000,000",2025-1,2025-1,NU,ETA,20 - 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,12/13/2024,No,Banco,Referido,"1,537,380,000,000",2024-12,2024-12,SIGMA,OMEGA,Mayor de 55 años,,,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,5/31/2024,No,Banco,Página web ,"1,487,200,000,000",2024-5,2024-5,KAPPA,OMEGA,36 - 45 años,2,,ZETA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,1/28/2025,No,Banco,Banderas y/o señalización,"1,823,611,050,000",2025-1,2025-1,NU,OMEGA,20 - 35 años,,,NU,
Los Nogales,ETAPA 1,2/10/2024,No,Banco,Activación,"5,607,550,000,000",2024-2,2024-2,SIGMA,ETA,Mayor de 55 años,,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,584,569,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,3,1,RHO,X
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,3/31/2026,No,Banco,Banderas y/o señalización,"2,311,000,000,000",2026-3,2026-3,NU,ETA,20 a 35 años,,,RHO,X
INARI,ETAPA 1,6/14/2026,No,Colsubsidio,Activación,"2,506,000,000,000",2026-6,2026-6,KAPPA,OMEGA,20 a 35 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,6/1/2026,No,Colsubsidio,Banderas y/o señalización,"1,793,000,000,000",2026-6,2026-6,KAPPA,OMEGA,20 a 35 años,,,ZETA,
Versalles,ETAPA 2,6/7/2026,No,Colsubsidio,Banderas y/o señalización,"2,312,000,000,000",2026-6,2026-6,KAPPA,OMEGA,20 a 35 años,2,1,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,575,815,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,1,1,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,3/3/2026,No,Banco,Banderas y/o señalización,"1,575,815,000,000",2026-3,2026-3,KAPPA,OMEGA,20 a 35 años,2,2,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,3/15/2026,No,Banco,Activación,"1,567,060,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,1,1,RHO,X
Versalles,ETAPA 1,3/15/2026,No,Banco,Activación,"2,213,000,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,2,,RHO,X
